job_title,company_name,location,hiring_status,date,seniority_level,job_function,employment_type,industry
"Machine Learning Architect (Senior Consultant) - Deloitte Center for AI Computing | Businesses, Global and Strategic Services (BGS)",Deloitte,"Costa Mesa, CA",Be an early applicant,2023-04-14 00:00:00,Not Applicable,"Management, Strategy/Planning, and Consulting",Full-time,"IT Services and IT Consulting, Business Consulting and Services, and Accounting"
DevOps Engineer,PrivateCircle,"Bengaluru, Karnataka, India",Actively Hiring,2023-02-10 00:00:00,Entry level,Engineering and Information Technology,Full-time,"IT Services and IT Consulting, Software Development, and Technology, Information and Internet"
Senior Full Stack Javascript Developer,Belmond,"London, England, United Kingdom",Be an early applicant,2023-03-26 00:00:00,Entry level,Information Technology,Full-time,Business Consulting and Services
Big Data Engineer,IBM,"Bengaluru, Karnataka, India",Actively Hiring,2023-04-10 00:00:00,Not Applicable,Other,Full-time,Computer Hardware Manufacturing
Junior Software Engineer Full Stack,Patterned Learning AI,"San Francisco, CA",Actively Hiring,2023-04-28 00:00:00,Entry level,Engineering and Information Technology,Full-time,IT Services and IT Consulting
FT Virtual Assistant (Work From Home),Growth Cave,"Fishers, IN",Be an early applicant,2023-04-08 00:00:00,Entry level,Administrative,Full-time,Advertising Services
"
            
        Product Manager
      
          ","
            Pacer Staffing LLC
          ","
            Richardson, TX
          ","
         Be an early applicant
      ",2022-09-28 00:00:00,"
            Mid-Senior level
          ","
            Product Management and Marketing
          ","
          Contract
        ","
          Leasing Non-residential Real Estate
          "
General Manager - Surgical Directorate,Croydon Health Services NHS Trust,"London, England, United Kingdom",Be an early applicant,2023-04-04 00:00:00,Executive,Management and Manufacturing,Full-time,Hospitals and Health Care
Executive Assistant / Office Manager,,"Auburn, New South Wales, Australia",Be an early applicant,2023-04-21 00:00:00,Not Applicable,Administrative,Full-time,Hospitality
Entry level,XPRIZE,"Los Angeles, CA",Be an early applicant,2023-03-28 00:00:00,,"Marketing, Public Relations, and Writing/Editing",Full-time,Non-profit Organization Management
Assistant Corporate Accountant,,"Brisbane City, Queensland, Australia",Actively Hiring,2023-04-26 00:00:00,Director,Administrative,Full-time,Government Administration
Senior Rust Engineer,Understanding Recruitment,"Berlin, Germany",Be an early applicant,2023-03-24 00:00:00,Mid-Senior level,Engineering and Information Technology,Full-time,"Software Development, Computer Networking Products, and Computer and Network Security"
Product Designer,Futurerent,"Sydney, New South Wales, Australia",Be an early applicant,2023-04-03 00:00:00,Mid-Senior level,Product Management,Full-time,"Technology, Information and Internet"
DevOps Specialist,Zeeve,"Dehradun, Uttarakhand, India",Be an early applicant,2023-04-05 00:00:00,Mid-Senior level,Management and Manufacturing,Full-time,IT Services and IT Consulting
Firmware Engineer I,Kinetix,"Lafayette, IN",Be an early applicant,2023-04-13 00:00:00,Entry level,Engineering and Information Technology,Full-time,Human Resources Services
Grooming Editor,MEN'S BIZ,"Northcote, Victoria, Australia",Be an early applicant,2023-04-23 00:00:00,Mid-Senior level,"Production, Art/Creative, and Writing/Editing",Full-time,Broadcast Media Production and Distribution
Mid-Senior level,Country Music Hall Of Fame and Museum,"Nashville, TN",Be an early applicant,2023-04-17 00:00:00,,"Marketing, Public Relations, and Writing/Editing",Full-time,Advertising Services
Lead Copywriter,healthybaby,"Manhattan, NY",Be an early applicant,2023-03-28 00:00:00,,,,
"
            
        Junior Web Developer
      
          ","
            Patterned Learning AI
          ","
            San Francisco, CA
          ",Be an early applicant,2023-03-28 00:00:00,"
            Entry level
          ","
            Engineering and Information Technology
          ","
          Full-time
        ","
          Internet Publishing
          "
Product Manager - �650 per day - 9 Month Contract,Involved Solutions,"Richmond, England, United Kingdom",Be an early applicant,2023-04-13 00:00:00,Mid-Senior level,Information Technology,Full-time,Banking and Financial Services
Full Stack Engineer,Block Gemini,"Bengaluru East, Karnataka, India",Actively Hiring,2022-11-23 00:00:00,Associate,Engineering and Information Technology,Full-time,Software Development
Entry-Level Medical Writer - Medical Communications,Fishawack Health (previously Blue Latitude Health),"Dublin, County Dublin, Ireland",Actively Hiring,2023-04-14 00:00:00,Entry level,"Marketing, Public Relations, and Writing/Editing",Full-time,"Advertising Services, Musicians, and Telecommunications"
Sydney Graduate Software Developer,"Susquehanna International Group, LLP (SIG)","Sydney, New South Wales, Australia",Actively Hiring,2023-02-14 00:00:00,Entry level,Engineering and Information Technology,Full-time,International Trade and Development
Full Stack Developer,KSNALabs,"Bengaluru, Karnataka, India",Be an early applicant,2023-01-16 00:00:00,Associate,Engineering and Information Technology,Full-time,"IT Services and IT Consulting, Software Development, and Technology, Information and Internet"
"
            
        Data Scientist III
      
          ","
            LexisNexis
          ","
            Raleigh, NC
          ","
         Actively Hiring
      ",2023-03-07 00:00:00,,"
            Engineering and Information Technology
          ","
          Full-time
        ","
          Business Consulting and Services
          "
"
            
        HR manager
      
          ","
            Acme Services
          ","
            Mumbai, Maharashtra, India
          ","
         Actively Hiring
      ",2023-03-01 00:00:00,"
            Mid-Senior level
          ","
            Human Resources
          ","
          Full-time
        ","
          Technology, Information and Internet
          "
"
            
        Full Stack Engineer
      
          ","
            IndusInd Bank
          ","
            Mumbai, Maharashtra, India
          ","
         Actively Hiring
      ",2023-03-06 00:00:00,"
            Associate
          ","
            Engineering and Information Technology
          ","
          Full-time
        ","
          Banking and Financial Services
          "
AI & Automation Platform Developer,Certus Recruitment Group,"Hobart, Tasmania, Australia",Actively Hiring,2023-04-19 00:00:00,Mid-Senior level,Engineering and Information Technology,Full-time,IT Services and IT Consulting
Full Stack Developer for a leading E-Commerce MNC,TALCHEMIST,"Bengaluru North, Karnataka, India",Be an early applicant,2023-02-22 00:00:00,Entry level,Engineering and Information Technology,Full-time,Human Resources Services
"
            
        Data Scientist
      
          ","
            Aureon Consulting
          ","
            Des Moines, IA
          ","
         Actively Hiring
      ",2023-03-13 00:00:00,,"
            Engineering and Information Technology
          ","
          Full-time
        ","
          IT Services and IT Consulting
          "
Principal Data Engineer - IoT/Edge,BioSpace,"Indianapolis, IN",Be an early applicant,2023-03-21 00:00:00,Mid-Senior level,Information Technology,Full-time,Internet News
Executive Assistant to the CEO,Scratch,"San Francisco, CA",Be an early applicant,2023-03-29 00:00:00,Mid-Senior level,Administrative,Full-time,"IT Services and IT Consulting, Venture Capital and Private Equity Principals, and Financial Services"
"Administrative Assistant, Indianapolis",UNCF,"Indianapolis, IN",Be an early applicant,2023-03-12 00:00:00,Entry level,Other,Part-time,Internet Publishing
"
            
        Project Manager
      
          ","
            Tata Consultancy Services
          ","
            New York, United States
          ","
         Actively Hiring
      ",2023-02-22 00:00:00,"
            Mid-Senior level
          ","
            Information Technology
          ","
          Full-time
        ","
          IT Services and IT Consulting
          "
"
            
        Data Analyst
      
          ","
            Spendflo
          ","
            Chennai, Tamil Nadu, India
          ","
         Actively Hiring
      ",2023-03-03 00:00:00,"
            Entry level
          ","
            Information Technology
          ","
          Full-time
        ",
"
            
        Office Assistant (Night Shift)
      
          ","
            Rockstar Games
          ","
            Bengaluru, Karnataka, India
          ","
         Actively Hiring
      ",2023-02-23 00:00:00,"
            Entry level
          ","
            Administrative
          ","
          Full-time
        ","
          Computer Games
          "
Senior Business Analyst,Infinite Computer Solutions,"Noida, Uttar Pradesh, India",Be an early applicant,2023-04-12 00:00:00,Mid-Senior level,"Research, Analyst, and Information Technology",Full-time,IT Services and IT Consulting
