job_title,company,first_seen,search_country,search_position,job_level,job_type,city,state,country,city_state,latitude,longitude,job_skills
Sales Assistant Manager,Rent-A-Center,2024-01-14,United States,Sales Clerk,Mid senior,Onsite,Stillwater,OK,United States,"Stillwater, OK",36.131496,-97.074464,"Sales, Customer Service, Merchandising, Retail, Collections, High School Diploma, Valid State Driver's License, Ability to Lift and Move, Communication, Customer Service Skills, Desire to Improve Customer Lives, Hunger to Learn, Grit, Determination"
SUPERVISOR ENVIROMENTAL SERVICES,Carson Tahoe Health,2024-01-14,United States,Manager Department,Mid senior,Onsite,Carson City,NV,United States,"Carson City, NV",39.15306,-119.747368,"Environmental Services, Healthcare, Management, Scheduling, Staffing, Customer Satisfaction, Compliance, Quality Inspections, Performance Management, Budget Management, Policy and Procedure Development, High School Diploma or Equivalent, 5+ Years Experience in Environmental Services, 2+ Years Supervisory Experience"
LEAD SALES ASSOCIATE-FT,Dollar General,2024-01-14,United States,Check Cashier,Mid senior,Onsite,Stillwater,OK,United States,"Stillwater, OK",36.131496,-97.074464,"Oral communication, Interpersonal communication, Cash handling, Merchandise presentation, Planogram, Customer service, Safety policies, Mathematical calculations, Cash register functions, Facility control, Supervisory experience, Time management, Physical stamina, Ability to lift heavy objects, Ability to climb ladders, Ability to drive, Adaptability, Problemsolving skills"
Part-Time Assistant Manager,Cinemark,2024-01-14,United States,Contact Clerk,Mid senior,Onsite,Ada,OK,United States,"Ada, OK",34.767914,-96.669114,"Customer service, Communication skills, Teamwork, Leadership, Conflict resolution, Time management, Attention to detail, Math skills, Physical stamina, Tolerance to noise"
Mission Planner with Security Clearance,ClearanceJobs,2024-01-14,United States,Tool Planner,Mid senior,Onsite,Indian Springs,NV,United States,"Indian Springs, NV",36.571844,-115.720313,"Mission Planning, LO ISR, ISR Mission Planning, Deliberate Planning, Crisis Action Planning, Mission Planning Tools, System Program Office (SPO), Conceptual Operational Plans, Aircrew Training, LO ISR Mission Planning Process, AFI 112 [Mission Design Series (MDS)], AFTTP 31 and 33, Program Security Manager (PSM), Program Security, Electronic Warfare, Airborne LO Mission Planning Software, LO Operational Experience, TS/SCI Security Clearance"
Customer Excellence Supervisor,Inceed,2024-01-14,United States,Supervisor,Mid senior,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"Customer service, Coaching, Performance management, Process improvement, Escalation management, CRM, Knowledge base management, Project management, Communication, Team building, Leadership, Problemsolving, Attention to detail, Time management, Organization, Teamwork, Conflict resolution, Technical writing, Data analysis, Reporting, Microsoft Office Suite, Ability to work independently and as part of a team, Ability to work under pressure, Ability to meet deadlines, Ability to learn new skills quickly"
Interventional Cardiologist Needed to join Premier Oklahoma Employer,Royal Oak Health Group,2024-01-15,United States,Cardiologist,Mid senior,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Interventional cardiology, Nuclear cardiology, Echocardiography, Transesophageal echocardiography, Cardiac computed tomography, Cath Lab, Cardiac rehabilitation, Physician assistant, BC/BE certification, H1B visa, J1 visa, Health Plan, Retirement Options, Malpractice with Tail Coverage, Loan reimbursement"
Manager In Training Part time,Hibbett,2024-01-15,United States,Director Athletic,Mid senior,Onsite,Seminole,OK,United States,"Seminole, OK",35.234772,-96.649329,"Retail experience, Footwear and athletic apparel experience, Customer service experience, Interpersonal and communication skills, Fastpaced environment, Team management, Goal and profit management, Selfstarter, Initiative, Attention to detail, Multitasking, Precision, Teamwork, Customer service, Merchandising, Store operations, Asset control, Inventory management, Expense management, Problem resolution, Policy and procedure compliance, Fraud risk management"
Quality Assurance Manager,Actalent,2024-01-14,United States,Supervisor Inspection,Mid senior,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Continuous Improvement (CI), Safety Culture, Microbiolgical Testing, SPC, PI, TPC, Coliform, Yeast/Mold, Antibiotic Testing, Sensory Evaluation, ATP Swabbing, Air Quality Monitoring, Water Quality Monitoring, Environmental Pathogen Swabbing, Allergen Testing, Good Manufacturing Practices (GMP), GLP's, Microbiology, HACCP, Aseptic Sampling Techniques, Diversity Equity & Inclusion (DE&I), Food Science, Microbiology, Chemistry"
To Go Specialist- EN,Red Lobster,2024-01-14,United States,Special Effects Specialist,Mid senior,Onsite,Henderson,NV,United States,"Henderson, NV",36.008958,-115.0268,"Customer service, Food and drink suggestions, Order accuracy, Handling guest pressure, Order assembly, Curbside pickup coordination, Physical demands, Weight lifting, Standing, Bending and reaching, Walking, Sustainability, Seafood industry trends, Aquaculture, Fisheries management, Community involvement, Food donation"
RN Oncology - 24023441EXPPLAT,TravelNurseSource,2024-01-14,United States,Transplant Coordinator,Mid senior,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Oncology RN, RN, BLS, ACLS, PALS, TNCC, NIH, 1 year recent experience in oncology, 2+ years recent experience in oncology TravelContract Nursing experience, Travel nursing experience, Weekly pay, Holiday pay, Housing & Travel Stipends, Referral bonuses, Medical benefits, Dental benefits, Vision benefits"
Concessions Associates (Part-Time),Madison Square Garden Entertainment Corp.,2024-01-17,United States,Supervisor Processing,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Food preparation, Food safety, Food production, Guest relations, Equipment use and maintenance, Merchandise sales, Customer service, Cash handling, Credit card processing, Inventory management, Health department standards, Pointofsale transactions, Multitasking, Communication skills, Flexibility, Ability to work a flexible schedule, Ability to lift and push up to 50 pounds, Ability to serve alcohol in Nevada"
Nevada CRNA Locum Assignment Near Lake Tahoe Doing Ortho Only!,Cross Country Locums,2024-01-14,United States,Nurse Anesthetist,Mid senior,Onsite,Carson City,NV,United States,"Carson City, NV",39.15306,-119.747368,"CRNA, Ortho, EMR: Epic, Negative TB test, Varicella"
Ultrasound Technologist - Echocardiographer PRN,SimonMed Imaging,2024-01-17,United States,Ultrasound Technologist,Mid senior,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Ultrasound Technology, Obstetrics, Gynecology, Breast imaging, Vascular imaging, Radiation therapy localization, CPR certification, Programming Languages, Radiology, ARDMS certification, Patient care, Medical terminology, Health insurance, 401(k), PTO, Sick leave, Drug and background screening, Physical demands, Dress code, Equal opportunity employer"
Landscape Foreman,BrightView Landscapes,2024-01-16,United States,Folder,Associate,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Landscape Maintenance, Blueprint Reading, Supervision, First Aid Certification, Communication Skills, Attention to Detail, Prioritization, Multitasking, Work Ethic, Bilingual (Spanish), Construction Experience, Automotive Traffic Safety, Natural Body of Water Safety, Extreme Temperatures, Direct Sunlight, Physical Strength, Flexibility"
Licensed Marriage and Family Therapist (LMFT),Gotham Enterprises Ltd,2024-01-13,United States,Psychologist School,Mid senior,Onsite,Henderson,NV,United States,"Henderson, NV",36.008958,-115.0268,"Mental health diagnosis, Treatment plan, Documentation, Caseload management, Customer service, Collaboration, Creativity, Written and verbal communication, Stable boundaries, Diversity awareness, Background check, Master's degree in Marriage and Family Therapy, Current and active state license as Licensed Marriage and Family Therapist, General knowledge of family therapy services, Comfort with fee collection, Experience with mental health documentation, Experience with children adolescents couples and families, $90000$110000 annual salary, Competitive compensation plan, Wellness program, Professional development, Autonomy in scheduling, Hourly pay structure plus commission, Paid supervision, Case consultation, Documentation time, Unlimited timeoff policy, Medical insurance, 401k options, Clinical license renewal reimbursement"
Salon Manager - Pahrump Valley Junction,Jobs for Humanity,2024-01-14,United States,Barber,Mid senior,Onsite,Pahrump,NV,United States,"Pahrump, NV",36.224045,-115.996744,"Communication, Motivation, Technical skills, Flexibility, Organization, Goaloriented, Cosmetology license, Barber license"
Assistant Banking Center Manager - Grand & Western,MidFirst Bank,2024-01-16,United States,Manager Internal Security,Mid senior,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Sales Experience, Customer Service, Sales Management, Leadership, Motivation, Microsoft Office Suite, Banking Products and Services, Notary, Bilingual, Physical Strength"
Assistant Professor of Rehabilitation Counseling (Tenure Track),Oklahoma State University,2024-01-14,United States,Coordinator Of Rehabilitation Services,Mid senior,Onsite,Langston,OK,United States,"Langston, OK",35.931276,-97.279406,"Rehabilitation Counseling, Master of Science in Rehabilitation Counseling (MRC), Practicum, Internship, Academic Advising, Research, Professional Service, Community Service, Certified Rehabilitation Counselor (CRC), Licensed Professional Counselor (LPC), NVivo, SPSS, Diversity Equity Inclusion and Accessibility (DEIA)"
Physical Therapist - Outpatient,Bonsai Rehab,2024-01-14,United States,Acupuncturist,Mid senior,Onsite,Seminole,OK,United States,"Seminole, OK",35.234772,-96.649329,"Physical Therapist, Outpatient Orthopedic, Seminole OK, 40 hours per week, General orthopedics, Top pay, Benefits, Negotiable signon bonus, State licensure as a Physical Therapist, Open to New Grads, Fulltime preferred, 30+ hours of availability"
LEAD SALES ASSOCIATE-FT,Dollar General,2024-01-14,United States,Sales Representative Safety Apparel And Equipment,Mid senior,Onsite,Broken Arrow,OK,United States,"Broken Arrow, OK",36.036529,-95.780996,"Customer Service, Cash Handling, Retail Stocking, Cleaning and Maintenance, Planogram Implementation, Safety Compliance, Interpersonal Communication, Mathematical Calculations, Cash Register Operation, Merchandise Presentation, Leadership, Supervisory Experience"
HIGHWAY MAINTENANCE WORKER 4,State of Nevada Division of Human Resource Management,2024-01-16,United States,Supervisor Instrument Maintenance,Associate,Onsite,Genoa,NV,United States,"Genoa, NV",39.025623,-119.830929,"Highway Maintenance, EAMS, DCO, Nevada State service, Commercial driver's license, Class A or B license"
Vision Center Manager L3,Walmart,2024-01-16,United States,Optician Apprentice,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Sales, Customer service, Communication, Leadership, Hiring, Training, Mentoring, Diversity awareness, Retail experience, Supervisory experience, Optical experience, High school diploma, Optician or apprentice optician eligibility"
REGISTERED NURSE WOUND CARE,Carson Tahoe Health,2024-01-14,United States,Director Technical,Mid senior,Onsite,Carson City,NV,United States,"Carson City, NV",39.15306,-119.747368,"Wound Care, Nursing, Medical Surgical, Home Health, Microsoft Outlook, Word, PowerPoint, Excel, Webbased Database Programs, Internet, BLS Certification, Registered Nurse License, Wound Care Certification, Ability to read analyze and interpret general business periodicals, Ability to write reports business correspondence and procedure manuals, Ability to work with mathematical concepts such as probability and statistical inference, Ability to apply concepts such as fractions percentages ratios and proportions to practical situations, Ability to solve practical problems and deal with a variety of concrete variables, Ability to interpret a variety of instructions furnished in written oral diagram or schedule form"
Store Manager,Hibbett,2024-01-15,United States,Director Athletic,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Business Acumen, Customer Service, Communication Skills, Analytical Thinking, Multitasking, Problem Solving, Retail Experience, Sales Management, Leadership"
Security Operations Center (SOC) Manager (Cyber Security),General Dynamics Information Technology,2024-01-15,United States,Computer Security Specialist,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Cybersecurity, Cyber Security Management, Information Technology Infrastructure Library (ITIL), Security Operations Center (SOC), SIEM Tools, CISSP, Network Incident Tracking and Troubleshooting, Trend Analysis and Data Correlation, Effective Communication, Contractual Obligations and Policies Knowledge, Team Building and Morale Improvement, Initiative and Excellence in Mission Completion, Multitasking and Professional Demeanor Under Pressure, ITIL Principles Understanding, Bachelor's Degree in Business or Technical Discipline, 8+ Years of Related Technical Experience, CISSP ISSMP CISM or GCIH Certification, DOE Q L or TS Clearance, FullFlex Work Week, 401K with Company Match, Internal Mobility Team, Collaborative Teams, Ability to Make a Real Impact, Relocation Assistance Available, Medical and Dental Plans, Vision Plan, 401(k) with Pre and PostTax Contributions, Paid Time Off Plans, Short and LongTerm Disability Benefits, Life Insurance, Accidental Death and Dismemberment Insurance, Personal Accident Insurance, Critical Illness Insurance, Business Travel and Accident Insurance"
Residential Property Manager,Homestead & Co,2024-01-17,United States,Supervisor Properties,Mid senior,Onsite,Edmond,OK,United States,"Edmond, OK",35.673807,-97.413076,"Property Management, Leadership, Customer Service, Real Estate, Budgeting, Financial Analysis, Public Speaking, Computer Skills, Initiative, Organization, DetailOriented"
Quality Technician II - Ditch Witch,Jobs for Humanity,2024-01-14,United States,Assembler Product,Mid senior,Onsite,Perry,OK,United States,"Perry, OK",36.280149,-97.30819,"Quality Assurance, Product Quality, Quality Technician, Mechanical Skills, Electrical Skills, Hydraulics Skills, Manufacturing, Quality Control, Quality Procedures, Quality Specifications, ASQ Certification, SAP, MS Office, Communication Skills, Writing Skills, Computer Skills, Research Skills, High School Diploma, Related Experience"
Continuous Improvement Engineer,Net2Source Inc.,2024-01-14,United States,Operating Engineer,Mid senior,Onsite,Carson City,NV,United States,"Carson City, NV",39.15306,-119.747368,"Engineering, Continuous improvement, Process improvement, Lean implementation, Lean methodologies, Problem solving, Performance excellence, Business requirements, Standard work, Visual factory, Error proofing, Root cause analysis, Risk assessment, Six Sigma Green Belt, Technical skills, Engineering drawing, Blueprints, Engineering specifications, Attention to detail, Organizational skills, Leadership, Coaching, Influencing, Communication skills, Teamwork"
Deputy Attorney General,State of Nevada Division of Human Resource Management,2024-01-15,United States,District Attorney,Associate,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Legal research, Oral arguments, Appellate brief drafting, Federal & state criminal/habeas statutes, Evidence rules, Local court rules, Appellate procedure, Written communication, Verbal communication, Prioritizing, Executing timelines, Professionalism, Organization, Selfmotivation, Punctuality, Leadership, Valid state driver's license, Admission to a state bar"
LICENSED PSYCHOLOGIST 1,State of Nevada Division of Human Resource Management,2024-01-14,United States,Psychologist Counseling,Associate,Onsite,Genoa,NV,United States,"Genoa, NV",39.025623,-119.830929,"Psychological testing, Evaluation, Psychotherapy, Counseling, Consultation, Clinical supervision, Training, Psychological assessments, Research, Program development, Multiculturalism, Human diversity, Nevada Board of Psychological Examiners licensure, Preemployment criminal history check, Fingerprinting, Valid driver's license"
2023- 2024 K-12 Counselor - Escobedo MS,Clark County School District,2024-01-16,United States,Residence Counselor,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Nevada Department of Education Teaching License, Certification in relevant subject area, Three years of work history, Experience and Credentials, Unemployment, Schooling, Volunteer Work, Region One, Day Job"
Quality Program Strategist,Jobs for Humanity,2024-01-16,United States,Quality-Control Checker,Mid senior,Onsite,Shawnee,OK,United States,"Shawnee, OK",35.369413,-96.956408,"Quality Improvement, Quality Risk Assessment, Lean 6 Sigma, Health Plan Training, Associate's Degree in Nursing or Public Health, Clinical Experience, Managed Care Experience, Registered Nurse, Licensed Practical Nurse, Licensed Vocational Nurse, Licensed Clinical Social Worker, Certified Professional in Healthcare Quality (CPHQ), Flexible Work Options, Competitive Pay, Paid Time Off, Health Insurance Coverage, 401(k) Plan, Stock Purchase Plans, Tuition Reimbursement, Training and Development Opportunities"
Keyholder,Torrid,2024-01-16,United States,Reader,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Retail Management Experience, Team Leadership, Sales Performance, Multitasking, Customer Experience, Flexibility, Adaptability, Fashion Knowledge, Physical Requirements, Benefits Package, Monthly Bonus, Associate Discount, Tuition Reimbursement, Childcare Discount, EVerify Participation, Eligibility to Work, California Privacy Rights Act (CPRA), EEO Poster"
Night Shift Production Supervisor,Inhance Technologies,2024-01-14,United States,Maintenance Supervisor,Mid senior,Onsite,Catoosa,OK,United States,"Catoosa, OK",36.180264,-95.77031,"Process Safety Management, Chemical Manufacturing, Microsoft Word, Microsoft Excel, Microsoft Outlook, Project Management, Leadership, Communication, Supervisory Experience, Standard Operating Procedures (SOP), Health Safety and Environmental (HS&E), Quality Assurance, Troubleshooting, Safety Regulations, Equipment Operation, Training and Development, Analytical Skills, ProblemSolving Skills, Data Analysis, Inventory Management, Materials Management, Process Optimization"
Aircraft Maintenance Supervisor-VMG with Security Clearance,ClearanceJobs,2024-01-16,United States,Field-Assembly Supervisor,Mid senior,Onsite,Fallon,NV,United States,"Fallon, NV",39.4737,-118.7779,"CNAFINST 4790.2 Series, T/M/S technical publications, Special Inspections, Technical Directives, Aircraft Configuration requirements, NALCOMIS/OOMA system, Aircraft Weight and Balance forms, Functional Check Flights (FCF), Aircrew documentation, Depot Level Inspection/Repair actions, Awaiting maintenance and material status, T/M/S Aircraft configuration, Quality Assurance, Flight Critical, Safety of Flight, Mandatory QA inspections, High time components, Supply priorities, Work center maintenance tasking, Flight Schedule and Ground Test Requirements, High School graduate or equivalent, Valid drivers license, Naval Maintenance Control Chief/Leading Petty Officer billet, USN/USMC/USCG documentation, Aircraft maintenance and material support, Aircraft maintenance repair inspection and modification, Supervisory position, Daily flight operations personnel, Technical directives, CNAFINST 4790.2 Series, Basic supply procedures, Aircraft, Maintenance/production control position, Technical accuracy, Secret US Government Clearance, US Citizenship"
Lead Electrical Engineer,Baker Hughes,2024-01-14,United States,Civil Engineer,Mid senior,Onsite,Minden,NV,United States,"Minden, NV",38.964576,-119.766621,"Electrical Engineering, Hardware Test Development, In Circuit Test (ICT), Module Test, Highly Accelerated Stress Screening (HASS), Final System Test, New Product Introduction (NPI), CAD Software, Siemens NX CAD/CAM, Mechanical CAD Software, Agilent  Medalist i3070 Series 5, Seica  Pilot VX Automated Flying Probe, Bachelor's degree, C/C++/C#, Embedded Systems"
Leader In Training,"The Buckle, Inc.",2024-01-14,United States,Training Representative,Mid senior,Onsite,Shawnee,OK,United States,"Shawnee, OK",35.369413,-96.956408,"Sales, Customer service, Retail experience, Fashion knowledge, Product knowledge, Communication skills, Leadership skills, Coaching skills, Motivation skills, Recruiting skills, Training skills, Development skills, Visual merchandising skills, Operations skills, Loss prevention skills, Point of Sale (POS) skills, Feedback skills, Problemsolving skills, Conflict resolution skills, Team spirit, High school diploma or general education degree (GED), One to three months related retail experience and/or training, Ability to lift and maneuver 30lbs, Close vision, Distance vision, Color vision, Peripheral vision, Depth perception, Ability to adjust focus, Moderate noise level, Equal employment opportunity"
Construction Project Manager - Hotel Renovations,Hays,2024-01-15,United States,Call-Out Operator,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Construction Project Management, Hotel CAPEX, Highend hotels and casinos, Redevelopment team, Budget management, Schedule management, General Contractor engagement, RFIs submittals change orders, Organization, Maturity, Selfsufficiency, Communication skills, Experience in highend finishes, Degree in Construction Management Architecture Engineering, 5+ years experience in construction, Design experience, Pressure management, Detailoriented, Engagement at all levels, Base salary up to $160k, Bonus plan, Comprehensive health benefits, 401k with matching, PTO plan"
Trial Attorney BI/UM,USAA,2024-01-14,United States,Insurance Attorney,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Trial Attorney, Legal Representation, Arbitration, Trial, Mediation, Insurance Defense, Legal Strategy, Motions, Legal Pleadings, Personal Injury, Civil Litigation, Online Legal Research, Risk Management, Compliance, First Party BI/UM Claims, Discovery Reports, Deposition Reports, Trial Reports, Strategy, Jury Trial Experience, Case Analysis, Market Data, 401(k), Pension, Life Insurance, Parental Benefits, Adoption Assistance, Paid Time Off, Volunteer Hours, Wellness Programs, Career Path Planning, Continuing Education"
Environmental Specialist - Kiewit Power Constructors,Kiewit,2024-01-16,United States,Elevator Constructor,Mid senior,Onsite,Reno,NV,United States,"Reno, NV",39.549097,-119.849907,"Environmental Health, Environmental Engineering, Environmental Studies, Environmental Coordinator, Environmental Regulations, Training Programs, Computer Software, Communication, EHS Function, Hazardous Waste, Air Quality, Storm Water, Spill Plans, Familiarity with computer and standard software"
LEAD SALES ASSOCIATE-FT,Dollar General,2024-01-14,United States,Sales Representative Containers,Mid senior,Onsite,Wyandotte,OK,United States,"Wyandotte, OK",36.807143,-94.729305,"Customer service, Cash register operation, Merchandising, Cleaning, Planogram implementation, Store management, Communication, Safety, Planogram reading, Mathematical calculations, Cash handling, Driving, High school diploma, Supervisory experience, Physical agility, Lifting, Climbing, Fastpaced environment, Noise tolerance, Occasional outdoor exposure, Driving/own transportation"
Tree Climber/ Foreman,Arbor Masters,2024-01-14,United States,Driver,Mid senior,Onsite,Broken Arrow,OK,United States,"Broken Arrow, OK",36.036529,-95.780996,"Tree pruning, Tree removals, Heavy equipment operation, Bucket trucks, Brush trucks, Claw trucks, Chippers, Pole saws, Pruning saws, Pole pruners, Power pole saws, Chainsaws, Equipment repair and maintenance, Felling, Rigging, Aerial rigging, Pruning crew leadership, Job briefing, Work zone setup, Safety PPE, Tree risk assessment, Job site assessment, Homeowner communication, Pre and postjob walkthroughs, Crew communication, Debris cleanup, Team motivation, Daily production goals, Hand saws, Stump grinders, Aerial lifts, Small tool and equipment maintenance, Work review, Paperwork, Postjob customer walkthroughs, Payment collection, Task assignment, Work zone setup, Safety standards and company policies, OSHA and AMTL accident reports, Incident reports, Teamwork, Positive attitude, Advising, Training, Motivation, Driver's license, Class C driver's license, CDL class A or class B License, Airbrake endorsement, Minimum age of 18, 5 years climbing experience, 5 years foreman experience, Advanced tree pruning and removal techniques, Cabling and bracing techniques, Knots for roping and technical rigging, Technical rigging for trimming and large removals, Laborintensive outdoor work, Exposure to various weather conditions, Uneven terrain navigation, Standing walking bending crouching reaching, Lifting in excess of 50lbs, Working at heights above 10 feet, Bucket or claw truck operation"
Aveanna Healthcare Private Duty Nurse LPN *Sign On Bonus* - Weekends,Aveanna Healthcare,2024-01-13,United States,Nurse Practical,Mid senior,Onsite,Tulsa,OK,United States,"Tulsa, OK",36.127949,-95.902316,"Home healthcare, Nursing, CPR certification, TB skin test, Patient care, Care coordination, Medication administration, Documentation, Health promotion, Training, Verbal orders, Case management, Transportation, Licensed Practical Nurse (LPN), Handson nursing experience, Pediatrics, Infants, Children, Adolescents, Electronic charting, 401(k) Savings Plan, Flexible scheduling, Hourly Pay, Weekly Paychecks, Overtime, Paid Training, Continuous Professional Development"
Project Manager - Senior,HTC Global Services,2024-01-14,United States,Building Consultant,Mid senior,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Project Management, Epic, Project Life Cycle, Technology Infrastructure, Server, Mainframe, Storage, Database, New Technology Lifecycle Management, Epic Applications, Clinical Goals, Business Goals, Project Plans, Scope, Resources, Budget, Personnel, Feasibility Studies, Project Profitability, Rollout Strategy, Stakeholder Communication, Status Reports, Project Success Criteria, Project PostMortems, Recommendations Report, Best Practices, Project Execution, Project Management, Operating Systems, Programming Languages, Hardware, Work Plan, MultiDisciplinary Staffing, Project Personnel, Project Activities, Project Documentation, Risk Assessment, Risk Mitigation Plans, Project Budget, Project Plan, Change Management Procedures, Computer Science, Information Technology, Project Management Professional Certification (PMP), Project Management Software, Microsoft Project, Microsoft Project Web Application, Service Now"
"RN NICU II Oklahoma City,OK || Weekly Gross: $2,580.00 Stipends: $1,176.00",eTeam,2024-01-14,United States,Nurse Supervisor,Mid senior,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Nursing, Patient Care, Medical Treatments, Communication, Intravenous Infusions, Blood Products, Cultural Awareness, Patient Assessment, Medical Terminology, Documentation, Delegation, Teamwork, Time Management"
Teller Supervisor (40 Hours) - Service Staff (Lake Mead / Nellis Branch),Nevada State Bank,2024-01-14,United States,Supervisor Line,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Teller supervision, Customer service, Sales and operational skills, Coaching and counseling, Branch operations knowledge, Cash transactions, Banking products and services, Balancing, Crossselling, Math, Client needs, High school diploma or equivalent, Medical dental and vision insurance, Life and disability insurance, Paid parental leave and adoption assistance, Health savings (HSA) and flexible spending (FSA) accounts, Paid training, Paid time off (PTO) and holidays, 401(k) plan with company match, Profit sharing, Tuition reimbursement, Mental health benefits, Employee ambassador preferred banking products"
FIREFIGHTER 1 - Minimum Qualifications Waived,State of Nevada Division of Human Resource Management,2024-01-16,United States,Fire Inspector,Associate,Onsite,Carlin,NV,United States,"Carlin, NV",40.719013,-116.108045,"Fire Suppression, Fire Prevention, Fire Education, Presuppression, Equipment Maintenance, Facility Maintenance, Forestry, Fire Law Enforcement, Wildland Fire Protection Program, Shift Work, Commercial Driver's License, Background Investigation, Certifications, Medical Examination, Physical Agility Test, Application Evaluation, Interview, Specific Skills Testing"
OPERATIONS ASSISTANT MANAGER,Dollar Tree Stores,2024-01-14,United States,Trust Operations Assistant,Mid senior,Onsite,Moore,OK,United States,"Moore, OK",35.328503,-97.474763,"Retail, Management, Communication, Interpersonal, Written, Lifting, Bending, Transporting, Teamwork, Health, Welfare, Medical, Pharmacy, Dental, Vision, Employee assistance, Paid time off, Retirement plans, Stock purchase program"
Hospice RN Case Manager OKC,Interim HealthCare Inc.,2024-01-16,United States,Nurse Private Duty,Mid senior,Onsite,Oklahoma City,OK,United States,"Oklahoma City, OK",35.467079,-97.513657,"Registered Nurse (RN), Compassionate, Motivated, Comprehension of pain and symptom management, Endoflife care, Hospice philosophy, Servant's heart, Strong bedside skills, Electronic Medical Records (EMR), Home care, Palliative care, Private duty, CMS 4.5 STARS, Best of the Best 20182022, So6ix Magazine's Okie Honor Awards 20182019"
Project Manager,Epic,2024-01-13,United States,Producer,Associate,Onsite,Paradise,NV,United States,"Paradise, NV",36.087148,-115.135519,"Project Management, Healthcare Software, Team Leadership, Software Installation, Training, Epic Community, Hospital Leadership, EndUser Training, Autonomy, DecisionMaking, Stateoftheart Campus, Remote Work, Themed Bistro, RestaurantQuality Meals, Fourweek Sabbatical, Tech Talent, MeritBased Compensation, Stock Grants, Annual Raises, Bonuses, Bachelor's Degree, Academic Success, Professional Success, Willingness to Travel, Work in the United States, Relocation to Madison WI, COVID19 Vaccination"
Continuous Improvement Lead/Process Engineer/Industrial Engineer,Net2Source Inc.,2024-01-14,United States,Aeronautical-Design Engineer,Mid senior,Onsite,Carson City,NV,United States,"Carson City, NV",39.15306,-119.747368,"Lean Manufacturing, Process Mapping, Value Stream Mapping, Root Cause Analysis, Problem Solving, Continuous Improvement, Visual Factory, Error Proofing, Standard Work, Performance Excellence, Coaching, Mentoring, Training, Communication, Leadership, Attention to Detail, Organizational Skills, Six Sigma Green Belt, Engineering Drawing, Blueprints, Engineering Specifications"
Diesel Technician I,FleetPride,2024-01-14,United States,Assembler,Associate,Onsite,Weatherford,OK,United States,"Weatherford, OK",35.537395,-98.684345,"Diesel Technology, Mechanical Repair, Air Brake Certification, Class 7 and 8 Technician, Trailer Repair, Hand Tools, Air Tools, Power Tools, Grinders, Tool Box, CDL, Lifting (50lbs)"
Host/Hostess,King's Seafood Company,2024-01-14,United States,Waiter/Waitress Room Service,Mid senior,Onsite,Henderson,NV,United States,"Henderson, NV",36.008958,-115.0268,"Communication, Customer Service, Food Handling, Teamwork, Open Table, High School Education, Mathematical Calculations, Guest Relations, English Language, Cleanliness, Sanitation, Organization, Management"
Manager Virtual Care Center,HCA Healthcare,2024-01-14,United States,Retirement Officer,Mid senior,Onsite,Las Vegas,NV,United States,"Las Vegas, NV",36.233499,-115.264037,"Virtual Care Center Management, Patient Safety Monitoring, Interdisciplinary Care Coordination, Patient Experience Leadership, DeEscalation Training, HCA Facility Experience, Clinical License, Healthrelated Bachelor's Degree, Basic Life Support (BLS), LPN Licensure"
HEAD TRACK COACH,Lawton Public Schools,2024-01-14,United States,Principal,Mid senior,Onsite,Lawton,OK,United States,"Lawton, OK",34.617172,-98.4214,"High School diploma, Teacher certification, Care and Prevention course, Coaching, Inventory management, Equipment maintenance, Sports rules and regulations, Reporting (eligibility transportation financial etc.), Supply requisitioning, Physical examination supervision, Physical Therapy Assistant supervision"
